order_id,order_date,customer_id,product_id,quantity,unit_price
100698,2024-04-03,729,142,2,168.39
100699,2025-02-09,526,132,3,305.81
100700,2024-09-23,840,107,3,153.14
100701,2025-02-18,876,123,1,356.4
100702,2025-07-17,256,158,5,148.58
100703,2024-04-14,824,113,4,407.45
100704,2024-01-13,64,118,1,39.5
100705,2024-05-13,203,200,2,439.46
100706,2025-12-03,646,152,3,254.19
100707,2025-08-19,601,183,1,235.95
100708,2024-01-23,67,134,1,499.78
100709,2024-05-11,95,126,4,455.11
100710,2024-02-13,965,143,1,414.2
100711,2024-06-21,947,160,1,228.8
100712,2025-02-08,509,174,4,27.58
100713,2025-11-30,437,104,4,490.44
100714,2024-08-07,931,123,3,356.4
100715,2024-10-13,457,124,3,462.71
100716,2025-09-20,635,120,1,86.95
100717,2025-10-24,303,179,2,221.03
100718,2025-07-17,491,164,4,31.38
100719,2024-10-13,393,108,1,60.26
100720,2024-07-23,659,118,4,39.5
100721,2025-10-07,822,168,2,456.11
100722,2025-01-26,801,170,1,392.94
100723,2025-05-06,558,192,3,456.19
100724,2025-08-02,515,163,3,290.17
100725,2024-10-03,185,142,4,168.39
100726,2025-09-03,225,104,3,490.44
100727,2024-02-29,829,104,3,490.44
100728,2025-01-01,786,161,5,280.43
100729,2024-06-12,103,175,2,498.73
100730,2024-09-29,547,132,2,305.81
100731,2024-08-12,590,195,1,342.09
100732,2024-06-26,181,150,3,280.59
100733,2024-11-21,826,131,5,29.52
100734,2025-08-28,29,195,3,342.09
100735,2025-08-04,578,191,3,144.49
100736,2024-07-11,857,119,5,316.49
100737,2024-11-12,180,164,5,31.38
100738,2024-04-02,58,163,1,290.17
100739,2024-08-12,21,130,5,274.58
100740,2024-01-01,340,168,4,456.11
100741,2024-05-13,349,179,2,221.03
100742,2024-11-27,61,192,2,456.19
100743,2025-08-23,722,103,2,488.53
100744,2025-06-22,882,119,1,316.49
100745,2025-01-17,722,147,1,74.19
100746,2025-08-23,104,185,4,342.02
100747,2024-11-26,140,144,3,236.36
100748,2025-10-16,984,121,4,86.69
100749,2024-06-27,725,163,3,290.17
100750,2024-12-31,229,172,5,427.64
100751,2024-06-28,388,186,5,473.16
100752,2024-05-10,182,140,3,151.22
100753,2025-12-19,972,194,1,117.3
100754,2025-08-04,34,174,4,27.58
100755,2024-11-21,944,124,5,462.71
100756,2025-10-16,580,179,2,221.03
100757,2024-05-24,340,114,4,68.03
100758,2024-08-31,356,196,1,452.66
100759,2025-10-13,907,141,2,27.97
100760,2025-04-02,12,112,3,46.29
100761,2024-09-12,710,134,2,499.78
100762,2024-09-19,806,109,3,239.99
100763,2024-02-19,396,114,1,68.03
100764,2024-06-19,906,157,4,176.53
100765,2025-01-22,360,153,4,213.58
100766,2024-04-13,849,170,4,392.94
100767,2025-10-28,777,162,5,467.09
100768,2024-06-15,463,188,2,107.61
100769,2024-10-28,21,110,1,483.08
100770,2024-04-17,76,141,3,27.97
100771,2025-01-19,165,144,2,236.36
100772,2025-07-14,965,194,1,117.3
100773,2025-08-31,629,112,3,46.29
100774,2025-03-17,966,162,1,467.09
100775,2025-09-13,912,184,2,336.74
100776,2024-02-24,104,156,2,433.36
100777,2024-07-13,420,143,2,414.2
100778,2025-07-07,272,190,5,291.65
100779,2024-10-31,244,185,3,342.02
100780,2025-02-06,586,113,1,407.45
100781,2024-06-06,56,171,4,349.42
100782,2025-03-13,90,147,1,74.19
100783,2025-05-06,205,138,5,180.49
100784,2024-07-30,175,113,1,407.45
100785,2024-03-24,485,182,3,253.85
100786,2025-02-11,483,115,3,397.45
100787,2024-04-03,658,163,3,290.17
100788,2024-07-08,380,170,4,392.94
100789,2024-07-10,457,149,3,357.78
100790,2025-03-26,477,106,3,72.02
100791,2024-10-02,578,134,2,499.78
100792,2025-12-14,684,108,2,60.26
100793,2025-11-15,353,113,1,407.45
100794,2025-08-26,233,170,4,392.94
100795,2025-01-31,839,171,1,349.42
100796,2025-07-02,704,167,4,438.34
100797,2024-08-29,488,161,5,280.43
100798,2025-02-08,925,139,1,430.28
100799,2025-05-29,585,192,1,456.19
100800,2025-11-24,636,167,5,438.34
100801,2025-04-04,178,119,1,316.49
100802,2024-07-16,130,122,2,240.25
100803,2024-03-21,700,106,4,72.02
100804,2025-10-04,152,156,2,433.36
100805,2024-11-23,933,177,3,350.05
100806,2024-03-30,398,194,1,117.3
100807,2025-07-19,334,172,4,427.64
100808,2025-04-14,940,136,5,329.23
100809,2025-08-24,536,102,5,103.85
100810,2025-02-28,154,154,1,233.82
100811,2025-08-25,597,119,5,316.49
100812,2024-04-18,577,198,1,54.16
100813,2024-10-19,889,200,1,439.46
100814,2025-02-24,271,169,3,210.88
100815,2025-08-08,624,150,4,280.59
100816,2024-06-25,283,161,1,280.43
100817,2025-09-25,624,152,2,254.19
100818,2024-02-09,406,188,4,107.61
100819,2024-02-20,764,143,2,414.2
100820,2025-01-16,21,161,3,280.43
100821,2024-11-14,288,144,3,236.36
100822,2024-08-21,138,163,1,290.17
100823,2024-11-24,276,139,4,430.28
100824,2025-09-11,662,194,4,117.3
100825,2025-03-28,217,112,2,46.29
100826,2025-06-12,889,153,4,213.58
100827,2025-06-11,811,148,1,69.49
100828,2024-11-14,727,121,1,86.69
100829,2024-05-18,800,165,4,199.17
100830,2024-01-30,178,168,5,456.11
100831,2024-02-29,256,125,2,218.31
100832,2024-02-21,941,105,4,186.82
100833,2024-10-07,378,147,2,74.19
100834,2025-02-10,651,160,5,228.8
100835,2024-09-04,382,116,1,196.38
100836,2025-04-01,182,163,5,290.17
100837,2025-07-18,359,161,5,280.43
100838,2024-09-21,767,145,2,187.26
100839,2024-10-18,29,189,1,62.25
100840,2024-06-15,875,150,1,280.59
100841,2024-08-14,663,174,2,27.58
100842,2024-10-02,668,129,2,347.44
100843,2024-01-21,886,153,5,213.58
100844,2025-04-30,934,200,1,439.46
100845,2025-09-07,821,117,2,495.11
100846,2024-09-15,623,102,2,103.85
100847,2025-03-09,917,140,3,151.22
100848,2025-04-15,259,149,3,357.78
100849,2024-11-05,694,128,4,461.37
100850,2025-02-10,599,167,5,438.34
100851,2025-06-07,679,114,1,68.03
100852,2025-10-24,609,148,5,69.49
100853,2024-11-01,701,178,3,400.1
100854,2024-03-06,345,114,4,68.03
100855,2024-10-10,268,136,3,329.23
100856,2024-07-11,154,184,3,336.74
100857,2024-02-28,825,167,2,438.34
100858,2025-11-07,328,177,4,350.05
100859,2024-01-27,672,188,2,107.61
100860,2024-09-22,929,164,3,31.38
100861,2025-02-01,755,154,4,233.82
100862,2025-12-26,586,105,5,186.82
100863,2025-12-31,228,125,3,218.31
100864,2025-10-15,804,188,5,107.61
100865,2025-06-03,308,161,3,280.43
100866,2024-07-04,301,122,5,240.25
100867,2024-05-11,759,113,4,407.45
100868,2024-07-06,970,134,5,499.78
100869,2025-11-01,92,188,3,107.61
100870,2024-08-16,763,129,3,347.44
100871,2024-12-05,381,140,4,151.22
100872,2024-10-28,475,134,5,499.78
100873,2024-02-24,888,116,4,196.38
100874,2025-08-17,967,182,5,253.85
100875,2025-04-28,911,180,1,287.29
100876,2024-05-02,889,125,5,218.31
100877,2025-06-26,306,188,4,107.61
100878,2024-06-03,141,153,1,213.58
100879,2025-02-23,584,126,3,455.11
100880,2024-11-19,884,159,2,294.15
100881,2024-03-23,500,192,2,456.19
100882,2024-11-16,650,143,2,414.2
100883,2025-04-07,281,108,1,60.26
100884,2025-08-13,783,127,2,91.29
100885,2024-03-31,133,121,4,86.69
100886,2025-10-10,440,179,4,221.03
100887,2025-05-03,393,152,4,254.19
100888,2025-06-30,205,101,1,68.57
100889,2024-01-15,914,194,3,117.3
100890,2024-07-14,19,142,5,168.39
100891,2025-10-03,752,187,1,348.24
100892,2025-12-11,899,132,2,305.81
100893,2024-05-12,106,145,3,187.26
100894,2025-08-25,314,150,5,280.59
100895,2024-02-16,306,122,1,240.25
100896,2025-06-16,611,138,4,180.49
100897,2025-03-20,910,168,3,456.11
100898,2024-12-16,924,188,2,107.61
100899,2024-07-11,169,163,3,290.17
100900,2024-08-21,230,152,1,254.19
100901,2024-08-04,752,194,2,117.3
100902,2025-05-31,174,103,5,488.53
100903,2025-12-29,667,116,3,196.38
100904,2025-10-17,262,105,4,186.82
100905,2025-09-30,50,199,5,96.05
100906,2025-11-08,111,177,1,350.05
100907,2024-02-19,707,184,1,336.74
100908,2025-03-30,390,115,4,397.45
100909,2024-09-15,486,116,5,196.38
100910,2024-07-29,712,190,2,291.65
100911,2024-11-04,431,188,1,107.61
100912,2025-11-09,533,185,1,342.02
100913,2025-09-12,718,135,5,383.91
100914,2024-04-17,524,118,4,39.5
100915,2024-04-30,290,193,5,390.1
100916,2025-05-24,204,115,1,397.45
100917,2024-09-26,852,178,2,400.1
100918,2025-01-01,721,167,2,438.34
100919,2024-06-13,41,153,3,213.58
100920,2024-07-31,705,171,4,349.42
100921,2024-08-28,3,162,3,467.09
100922,2024-04-23,856,102,1,103.85
100923,2024-06-01,973,174,4,27.58
100924,2024-03-17,741,112,5,46.29
100925,2024-09-19,660,193,1,390.1
100926,2024-10-30,271,130,4,274.58
100927,2024-04-12,833,160,1,228.8
100928,2024-10-24,369,123,1,356.4
100929,2025-03-12,757,187,3,348.24
100930,2024-02-16,10,115,1,397.45
100931,2024-12-02,367,118,2,39.5
100932,2024-10-01,900,157,5,176.53
100933,2025-01-16,835,194,1,117.3
100934,2024-04-26,411,144,2,236.36
100935,2024-10-05,856,152,4,254.19
100936,2025-03-07,665,150,4,280.59
100937,2024-05-15,713,122,1,240.25
100938,2024-06-12,107,193,1,390.1
100939,2025-05-09,822,154,5,233.82
100940,2024-07-04,626,173,4,317.12
100941,2025-09-18,30,149,3,357.78
100942,2025-05-09,943,188,2,107.61
100943,2025-02-25,452,163,1,290.17
100944,2024-09-24,671,106,1,72.02
100945,2025-12-22,890,141,1,27.97
100946,2025-08-13,742,187,5,348.24
100947,2025-11-16,895,173,2,317.12
100948,2025-06-19,705,144,5,236.36
100949,2024-04-07,444,190,5,291.65
100950,2025-05-08,355,185,2,342.02
100951,2024-06-01,860,185,4,342.02
100952,2024-02-25,12,172,5,427.64
100953,2025-06-01,870,183,2,235.95
100954,2024-06-18,77,161,4,280.43
100955,2024-11-24,247,197,4,26.34
100956,2024-02-21,520,143,3,414.2
100957,2025-10-20,388,129,5,347.44
100958,2024-03-21,471,152,2,254.19
100959,2025-04-03,91,157,5,176.53
100960,2024-11-19,122,164,4,31.38
100961,2024-04-15,414,164,1,31.38
100962,2025-07-24,563,153,1,213.58
100963,2025-09-10,987,101,1,68.57
100964,2025-06-04,576,180,3,287.29
100965,2024-12-15,373,127,4,91.29
100966,2025-04-10,340,107,2,153.14
100967,2025-09-06,485,172,5,427.64
100968,2025-04-08,117,192,3,456.19
100969,2024-01-03,350,113,2,407.45
100970,2025-07-14,535,146,3,382.39
100971,2024-02-16,919,148,1,69.49
100972,2024-05-23,842,122,4,240.25
100973,2024-04-19,261,192,4,456.19
100974,2024-07-11,124,179,2,221.03
100975,2025-04-13,845,151,2,236.1
100976,2024-04-20,776,125,3,218.31
100977,2025-10-10,858,154,1,233.82
100978,2024-05-06,791,187,5,348.24
100979,2025-11-05,604,158,4,148.58
100980,2025-05-25,5,165,2,199.17
100981,2025-07-20,958,168,1,456.11
100982,2025-05-09,947,156,5,433.36
100983,2025-12-09,593,166,2,71.85
100984,2024-04-16,397,123,2,356.4
100985,2025-09-12,904,185,5,342.02
100986,2025-01-28,429,142,5,168.39
100987,2024-10-07,408,178,2,400.1
100988,2025-04-08,825,144,3,236.36
100989,2025-02-26,617,118,2,39.5
100990,2024-11-02,864,190,5,291.65
100991,2024-11-17,729,190,5,291.65
100992,2025-10-09,223,195,5,342.09
100993,2025-10-01,732,126,2,455.11
100994,2025-11-19,136,138,3,180.49
100995,2025-05-30,556,191,2,144.49
100996,2025-12-28,119,189,3,62.25
100997,2025-07-29,492,198,3,54.16
100998,2025-11-14,728,175,5,498.73
100999,2024-10-19,899,154,5,233.82
101000,2025-06-19,110,155,1,461.71
101001,2024-05-28,55,104,4,490.44
101002,2024-07-23,274,186,1,473.16
101003,2024-10-20,700,197,2,26.34
101004,2024-03-04,708,133,2,481.33
101005,2025-07-08,34,138,2,180.49
101006,2024-04-14,631,146,4,382.39
101007,2024-08-17,761,187,5,348.24
101008,2025-02-02,244,183,5,235.95
101009,2025-12-10,681,166,3,71.85
101010,2025-01-31,427,107,4,153.14
101011,2025-07-19,56,188,3,107.61
101012,2024-07-26,636,102,3,103.85
101013,2024-08-18,934,200,4,439.46
101014,2025-08-25,560,182,3,253.85
101015,2024-07-20,795,195,5,342.09
101016,2024-10-28,460,193,2,390.1
101017,2024-07-10,986,123,1,356.4
101018,2024-05-02,387,123,5,356.4
101019,2024-10-12,570,106,4,72.02
101020,2024-06-13,599,134,2,499.78
101021,2024-12-04,478,133,1,481.33
101022,2024-02-10,158,191,2,144.49
101023,2024-02-22,793,142,5,168.39
101024,2025-11-08,309,181,5,48.68
101025,2025-07-17,367,163,5,290.17
101026,2025-06-22,226,110,3,483.08
101027,2024-03-10,806,124,5,462.71
101028,2025-03-01,557,165,2,199.17
101029,2024-04-04,358,169,4,210.88
101030,2025-11-10,340,129,2,347.44
101031,2024-10-27,224,143,3,414.2
101032,2025-06-27,487,197,5,26.34
101033,2024-04-27,685,172,1,427.64
101034,2024-09-03,927,145,4,187.26
101035,2025-09-28,250,183,5,235.95
101036,2025-01-25,938,106,3,72.02
101037,2024-09-19,554,115,4,397.45
101038,2024-01-26,934,193,3,390.1
101039,2025-06-10,823,167,3,438.34
101040,2025-05-13,45,166,4,71.85
101041,2024-11-24,527,138,2,180.49
101042,2024-06-20,995,111,1,65.89
101043,2025-06-30,8,199,5,96.05
101044,2024-08-03,687,181,1,48.68
101045,2025-12-02,435,181,2,48.68
101046,2025-07-04,849,114,2,68.03
101047,2025-10-24,837,190,4,291.65
101048,2024-01-25,471,110,2,483.08
101049,2024-02-08,90,192,3,456.19
101050,2024-07-01,814,110,1,483.08
101051,2024-03-13,589,133,5,481.33
101052,2025-02-21,398,130,3,274.58
101053,2025-03-19,324,158,4,148.58
101054,2025-11-20,122,103,4,488.53
101055,2025-10-18,738,169,1,210.88
101056,2025-08-22,47,180,1,287.29
101057,2025-01-01,951,190,1,291.65
101058,2024-10-23,806,165,1,199.17
101059,2025-09-13,89,188,3,107.61
101060,2025-01-25,405,137,4,223.57
101061,2025-04-30,161,185,1,342.02
101062,2024-05-19,765,169,2,210.88
101063,2024-10-29,984,151,5,236.1
101064,2024-11-01,694,182,2,253.85
101065,2024-01-12,567,194,3,117.3
101066,2024-05-06,43,172,2,427.64
101067,2025-09-02,404,101,5,68.57
101068,2024-03-28,313,169,5,210.88
101069,2024-08-04,423,127,3,91.29
101070,2024-05-25,165,183,5,235.95
101071,2025-09-23,855,124,2,462.71
101072,2024-04-27,186,133,2,481.33
101073,2024-02-25,872,186,5,473.16
101074,2025-04-17,661,197,5,26.34
101075,2024-10-24,688,171,1,349.42
101076,2024-04-10,203,109,3,239.99
101077,2025-05-13,975,193,5,390.1
101078,2024-05-11,688,143,3,414.2
101079,2024-04-12,292,184,2,336.74
101080,2024-07-17,326,180,1,287.29
101081,2024-12-02,632,163,4,290.17
101082,2025-12-11,599,185,3,342.02
101083,2025-08-03,374,120,5,86.95
101084,2024-06-21,5,141,4,27.97
101085,2024-08-14,730,141,2,27.97
101086,2024-10-10,861,195,4,342.09
101087,2025-11-26,751,147,2,74.19
101088,2025-04-18,457,143,4,414.2
101089,2025-05-13,565,146,3,382.39
101090,2025-10-23,622,114,2,68.03
101091,2024-05-23,913,111,3,65.89
101092,2024-09-26,752,169,2,210.88
101093,2024-03-18,914,181,1,48.68
101094,2025-10-08,32,103,5,488.53
101095,2025-02-18,788,175,5,498.73
101096,2024-02-07,565,176,2,382.57
101097,2025-07-06,484,134,5,499.78
101098,2025-01-09,402,184,2,336.74
101099,2024-10-24,138,129,5,347.44
101100,2025-06-06,93,160,5,228.8
101101,2025-05-29,11,151,3,236.1
101102,2025-09-20,701,185,2,342.02
101103,2024-05-23,457,122,5,240.25
101104,2025-08-02,972,121,2,86.69
101105,2025-05-10,962,173,2,317.12
101106,2024-08-12,780,146,1,382.39
101107,2024-03-05,271,163,2,290.17
101108,2024-02-13,685,148,2,69.49
101109,2025-01-04,398,127,5,91.29
101110,2024-02-17,41,161,4,280.43
101111,2024-04-15,721,184,3,336.74
101112,2024-09-26,593,167,3,438.34
101113,2024-06-27,386,170,5,392.94
101114,2025-01-09,602,184,4,336.74
101115,2025-06-13,258,184,1,336.74
101116,2025-06-12,416,149,2,357.78
101117,2025-05-13,812,146,3,382.39
101118,2024-01-07,514,162,5,467.09
101119,2024-06-18,236,118,4,39.5
101120,2025-10-20,288,110,5,483.08
101121,2024-07-10,162,128,2,461.37
101122,2024-05-01,677,147,5,74.19
101123,2024-12-04,738,130,4,274.58
101124,2025-11-22,491,115,4,397.45
101125,2025-08-27,166,162,2,467.09
101126,2024-01-23,250,183,4,235.95
101127,2025-08-10,607,106,2,72.02
101128,2025-10-06,525,121,2,86.69
101129,2024-05-30,58,106,5,72.02
101130,2024-07-03,530,122,3,240.25
101131,2025-07-31,653,152,5,254.19
101132,2024-03-28,222,103,3,488.53
101133,2025-04-27,889,158,5,148.58
101134,2024-08-12,851,162,2,467.09
101135,2024-05-26,814,153,5,213.58
101136,2025-09-30,676,175,2,498.73
101137,2024-06-20,742,166,3,71.85
101138,2025-04-09,611,188,3,107.61
101139,2024-08-23,388,176,1,382.57
101140,2024-04-21,17,150,2,280.59
101141,2025-05-31,701,126,5,455.11
101142,2025-09-12,99,154,2,233.82
101143,2025-09-21,615,123,4,356.4
101144,2025-05-30,771,105,5,186.82
101145,2025-05-08,676,116,1,196.38
101146,2025-07-06,848,117,5,495.11
101147,2025-06-18,431,101,4,68.57
101148,2025-12-15,543,148,1,69.49
101149,2025-05-08,809,155,2,461.71
101150,2024-12-24,604,199,4,96.05
101151,2024-04-10,436,195,5,342.09
101152,2025-05-03,785,118,3,39.5
101153,2024-10-17,613,130,1,274.58
101154,2024-09-20,194,170,4,392.94
101155,2025-08-14,536,101,1,68.57
101156,2024-01-08,385,116,5,196.38
101157,2025-12-05,824,184,2,336.74
101158,2025-01-05,110,141,4,27.97
101159,2025-10-29,600,120,4,86.95
101160,2025-07-02,434,133,3,481.33
101161,2025-09-18,283,173,3,317.12
101162,2024-07-27,424,188,4,107.61
101163,2025-05-09,184,171,5,349.42
101164,2025-07-22,496,148,5,69.49
101165,2025-08-14,353,133,3,481.33
101166,2024-05-21,876,200,4,439.46
101167,2024-08-23,458,185,1,342.02
101168,2024-04-12,220,190,2,291.65
101169,2024-12-12,821,166,4,71.85
101170,2025-12-14,701,171,5,349.42
101171,2024-06-13,399,191,1,144.49
101172,2024-04-03,844,182,1,253.85
101173,2025-09-06,446,119,4,316.49
101174,2024-09-26,228,112,1,46.29
101175,2025-09-15,39,148,1,69.49
101176,2025-02-14,629,193,4,390.1
101177,2024-10-20,729,184,5,336.74
101178,2024-06-28,656,177,1,350.05
101179,2024-01-11,207,164,4,31.38
101180,2024-10-19,200,185,5,342.02
101181,2025-06-06,529,105,5,186.82
101182,2025-09-21,174,190,2,291.65
101183,2025-01-03,245,187,1,348.24
101184,2024-06-10,89,184,1,336.74
101185,2024-12-27,686,136,4,329.23
101186,2025-08-23,206,151,4,236.1
101187,2025-12-21,71,167,1,438.34
101188,2024-10-18,744,112,5,46.29
101189,2024-12-22,356,172,5,427.64
101190,2025-09-12,987,136,2,329.23
101191,2025-02-17,589,125,4,218.31
101192,2024-06-28,417,101,3,68.57
101193,2025-07-26,75,165,1,199.17
101194,2024-12-14,970,165,3,199.17
101195,2024-09-20,898,115,5,397.45
101196,2024-09-13,711,169,5,210.88
101197,2025-07-30,496,157,4,176.53
101198,2024-12-13,985,199,2,96.05
101199,2025-11-28,472,200,4,439.46
101200,2025-05-08,120,176,1,382.57
101201,2025-01-26,649,134,1,499.78
101202,2024-11-19,423,129,2,347.44
101203,2025-07-02,10,146,5,382.39
101204,2024-09-11,295,190,3,291.65
101205,2025-11-20,767,112,4,46.29
101206,2025-07-21,954,144,1,236.36
101207,2024-11-17,363,123,4,356.4
101208,2024-10-02,188,128,5,461.37
101209,2025-05-25,755,196,2,452.66
101210,2024-09-04,894,126,2,455.11
101211,2024-08-22,208,134,2,499.78
101212,2024-12-30,160,132,5,305.81
101213,2024-05-02,943,200,1,439.46
101214,2025-09-20,7,111,4,65.89
101215,2024-02-13,869,198,5,54.16
101216,2025-09-27,323,162,3,467.09
101217,2024-10-08,503,164,5,31.38
101218,2024-10-13,408,124,5,462.71
101219,2024-05-11,56,129,5,347.44
101220,2025-05-04,963,168,4,456.11
101221,2025-05-29,356,170,1,392.94
101222,2025-04-13,1000,151,2,236.1
101223,2025-04-16,324,116,5,196.38
101224,2024-01-13,691,189,1,62.25
101225,2025-08-17,104,127,4,91.29
101226,2025-09-19,883,142,3,168.39
101227,2025-07-15,270,134,2,499.78
101228,2025-04-27,982,131,3,29.52
101229,2025-01-09,189,179,3,221.03
101230,2024-08-03,430,164,4,31.38
101231,2025-01-08,875,190,3,291.65
101232,2025-04-06,185,152,3,254.19
101233,2025-08-12,703,174,2,27.58
101234,2024-10-03,824,130,1,274.58
101235,2025-03-18,877,131,5,29.52
101236,2024-05-29,820,149,2,357.78
101237,2025-04-29,826,195,2,342.09
101238,2025-03-07,512,102,2,103.85
101239,2025-06-30,738,118,5,39.5
101240,2024-11-03,257,141,4,27.97
101241,2024-02-18,408,172,5,427.64
101242,2024-03-02,221,113,2,407.45
101243,2025-10-06,99,133,4,481.33
101244,2024-09-23,370,158,3,148.58
101245,2025-07-24,955,147,5,74.19
101246,2024-01-21,422,133,3,481.33
101247,2025-11-26,987,116,3,196.38
101248,2025-08-13,590,178,2,400.1
101249,2024-06-27,800,184,5,336.74
101250,2024-11-28,690,137,3,223.57
101251,2025-04-02,911,166,4,71.85
101252,2025-09-20,294,111,4,65.89
101253,2024-06-20,656,160,2,228.8
101254,2025-10-08,628,144,4,236.36
101255,2024-03-14,82,174,4,27.58
101256,2024-08-21,322,121,3,86.69
101257,2025-12-28,274,141,3,27.97
101258,2024-10-04,909,178,4,400.1
101259,2025-08-24,534,157,3,176.53
101260,2024-06-20,189,158,4,148.58
101261,2024-08-28,678,103,2,488.53
101262,2024-08-03,171,133,1,481.33
101263,2024-04-07,66,151,1,236.1
101264,2024-02-25,27,161,5,280.43
101265,2025-06-20,784,199,4,96.05
101266,2024-09-25,633,111,1,65.89
101267,2025-11-01,954,120,1,86.95
101268,2024-08-22,254,150,3,280.59
101269,2025-03-29,642,195,3,342.09
101270,2025-06-23,859,117,2,495.11
101271,2024-02-05,680,122,1,240.25
101272,2025-05-02,479,146,3,382.39
101273,2025-07-15,456,170,3,392.94
101274,2024-06-30,606,118,5,39.5
101275,2025-10-08,767,177,4,350.05
101276,2025-03-21,537,182,5,253.85
101277,2024-11-13,931,182,5,253.85
101278,2025-07-06,233,145,4,187.26
101279,2024-11-11,375,112,4,46.29
101280,2024-06-08,311,153,3,213.58
101281,2025-06-19,835,102,1,103.85
101282,2024-12-18,294,198,2,54.16
101283,2024-01-09,705,161,5,280.43
101284,2024-11-02,10,163,4,290.17
101285,2024-10-26,612,199,4,96.05
101286,2025-07-15,383,130,1,274.58
101287,2025-07-28,448,125,4,218.31
101288,2024-06-16,733,151,2,236.1
101289,2025-01-22,226,195,4,342.09
101290,2025-03-08,641,134,1,499.78
101291,2025-09-19,827,131,5,29.52
101292,2024-10-18,665,189,3,62.25
101293,2024-10-02,423,196,5,452.66
101294,2024-07-05,140,125,1,218.31
101295,2025-10-14,467,138,1,180.49
101296,2024-10-05,718,180,4,287.29
101297,2024-07-11,329,180,4,287.29
101298,2024-02-20,993,103,2,488.53
101299,2024-07-09,996,169,1,210.88
101300,2024-10-02,129,114,3,68.03
101301,2024-01-09,239,192,4,456.19
101302,2024-01-16,506,112,2,46.29
101303,2025-03-06,320,128,3,461.37
101304,2025-04-19,714,164,3,31.38
101305,2024-03-23,864,105,3,186.82
101306,2024-02-27,273,197,2,26.34
101307,2024-03-14,557,200,4,439.46
101308,2024-07-15,918,161,2,280.43
101309,2024-01-13,125,133,4,481.33
101310,2025-01-29,790,199,2,96.05
101311,2024-02-04,204,157,2,176.53
101312,2025-06-17,682,159,1,294.15
101313,2025-02-02,698,127,4,91.29
101314,2024-06-11,645,140,3,151.22
101315,2025-07-16,534,194,1,117.3
101316,2025-05-07,654,116,3,196.38
101317,2025-01-04,909,139,2,430.28
101318,2024-04-25,242,107,2,153.14
101319,2024-11-28,16,182,4,253.85
101320,2025-08-21,123,122,3,240.25
101321,2024-01-10,993,151,2,236.1
101322,2025-12-08,487,106,5,72.02
101323,2024-06-07,381,189,5,62.25
101324,2024-09-11,162,199,1,96.05
101325,2025-12-03,634,164,1,31.38
101326,2024-03-02,365,144,1,236.36
101327,2025-12-19,550,183,2,235.95
101328,2025-05-14,239,114,2,68.03
101329,2025-10-22,775,141,5,27.97
101330,2024-07-16,22,145,4,187.26
101331,2025-01-01,742,189,4,62.25
101332,2024-02-10,497,118,3,39.5
101333,2025-07-26,302,191,4,144.49
101334,2024-07-13,581,170,4,392.94
101335,2024-12-22,332,124,5,462.71
101336,2024-10-08,889,194,4,117.3
101337,2024-06-13,71,177,5,350.05
101338,2025-04-05,303,168,2,456.11
101339,2025-01-10,465,134,5,499.78
101340,2025-01-23,752,101,5,68.57
101341,2025-09-26,878,124,1,462.71
101342,2024-09-01,329,147,5,74.19
101343,2025-11-05,991,193,1,390.1
101344,2024-07-13,537,169,4,210.88
101345,2025-07-18,158,188,4,107.61
101346,2024-11-26,420,179,3,221.03
101347,2024-04-23,99,183,3,235.95
101348,2024-02-14,856,167,1,438.34
101349,2024-02-02,207,117,2,495.11
101350,2024-07-15,102,114,4,68.03
101351,2025-10-19,857,105,5,186.82
101352,2025-06-22,639,150,4,280.59
101353,2024-09-19,51,190,5,291.65
101354,2025-09-12,736,147,2,74.19
101355,2024-08-01,672,110,1,483.08
101356,2025-04-24,821,163,1,290.17
101357,2025-01-04,572,182,1,253.85
101358,2025-01-12,814,196,4,452.66
101359,2025-09-23,273,191,1,144.49
101360,2024-03-13,855,168,1,456.11
101361,2024-08-09,984,139,1,430.28
101362,2024-04-13,743,167,1,438.34
101363,2025-01-29,195,130,5,274.58
101364,2025-11-03,255,125,5,218.31
101365,2025-07-25,768,173,2,317.12
101366,2024-04-18,785,172,4,427.64
101367,2025-01-01,691,182,5,253.85
101368,2024-04-16,171,159,4,294.15
101369,2025-02-15,517,124,5,462.71
101370,2025-06-30,615,144,2,236.36
101371,2024-11-18,564,157,3,176.53
101372,2025-02-26,783,142,3,168.39
101373,2024-11-27,624,182,4,253.85
101374,2025-07-12,220,131,5,29.52
101375,2024-09-17,369,149,5,357.78
101376,2025-02-10,1,158,4,148.58
101377,2024-10-18,611,193,1,390.1
101378,2024-05-18,912,103,5,488.53
101379,2024-11-03,228,139,1,430.28
101380,2024-01-23,791,128,3,461.37
101381,2025-07-20,524,189,3,62.25
101382,2025-08-08,159,172,5,427.64
101383,2025-04-16,365,113,1,407.45
101384,2024-09-28,376,120,2,86.95
101385,2024-08-26,263,175,2,498.73
101386,2025-08-07,410,139,1,430.28
101387,2024-03-20,741,173,2,317.12
101388,2024-06-26,500,142,4,168.39
101389,2024-04-07,610,189,5,62.25
101390,2024-02-08,749,183,3,235.95
101391,2024-03-21,799,174,4,27.58
101392,2024-12-22,901,108,3,60.26
101393,2024-05-03,891,156,4,433.36
101394,2025-10-30,870,199,2,96.05
101395,2025-10-11,797,178,1,400.1
